id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,estimated_revenue,is_luxury
28912811,Full parlor floor in a Brooklyn brownstone,27922078,Timothy,Brooklyn,Crown Heights,40.675,-73.9422,Entire home/apt,65,3,7,2019-01-27,0.77,1,0,1365,False
28913324,6 Guests LUXURIOUS MANHATTAN Condo With ROOFTOP!!!,96986507,Jason,Manhattan,Harlem,40.80702,-73.95334,Entire home/apt,270,2,12,2019-06-11,1.34,1,365,6480,False
28913606,King Hotel Room at Wyndham Midtown 45 Resort,49128620,Joy,Manhattan,Midtown,40.75359,-73.97305,Private room,175,2,2,2019-05-12,0.22,1,1,700,False
28913683,LOVE Best City Views: Luxury & Location 2BD/2BT,40681070,Monika,Manhattan,Midtown,40.74952,-73.97089,Entire home/apt,359,5,9,2019-04-21,0.99,1,23,16155,True
28913824,Luxury STUDIO w/FREE GYM by Prospect Park!,1158429,Anastasia,Brooklyn,Windsor Terrace,40.64968,-73.97325,Entire home/apt,100,29,2,2018-11-23,0.22,1,59,5800,True
28914077,✦Luxury Upper East Side Studio Apartment✦,217948247,Jodi,Manhattan,Upper East Side,40.77707,-73.95154,Entire home/apt,275,2,8,2019-01-02,0.91,1,0,4400,True
28915824,"Private Room in Little Italy/Chinatown, Manhattan",217836856,Moying,Manhattan,Chinatown,40.71795,-73.99708,Private room,185,1,36,2019-03-21,3.9,2,233,6660,False
28915827,Attractive private room by South Seaport,217965968,Carol,Manhattan,Financial District,40.70545,-74.0084,Private room,119,1,27,2019-06-23,2.99,1,5,3213,False
28916312,Cozy nook in Bronx 5 mins from Botanical Gardens!,99956350,Aubeen,Bronx,Fordham,40.86777,-73.88397,Private room,90,1,2,2019-01-01,0.22,1,362,180,False
28916375,Prime area in Chinatown and Little Italy,67552519,Patrick,Manhattan,Little Italy,40.71894,-73.99759,Entire home/apt,160,2,44,2019-07-07,5.64,2,275,14080,False
28916439,Family and Friendly Room,35927005,Kathy,Brooklyn,Borough Park,40.63535,-74.00589,Private room,60,1,0,,0.0,10,0,0,False
28916850,Bushwick modern luxury: 2 bed 2 bath apartment,4765119,Jasmine,Brooklyn,Bushwick,40.68782,-73.91071,Entire home/apt,149,20,4,2019-03-20,0.55,1,165,11920,True
28916864,Cozy 3-People Room Close to Subway,35927005,Kathy,Brooklyn,Borough Park,40.63445,-74.00524,Private room,57,1,1,2019-03-22,0.27,10,365,57,False
28917395,Ultra Plush Large Private cozy cottage Bedroom,217332035,Rose,Brooklyn,Sheepshead Bay,40.59055,-73.9464,Private room,39,1,1,2018-10-31,0.12,2,360,39,False
28917505,Small room for 1 Person-Best Value,35927005,Kathy,Brooklyn,Borough Park,40.63448,-74.00563,Private room,50,1,2,2019-06-20,0.24,10,365,100,False
28917781,Walk in Basement Room with Window,35927005,Kathy,Brooklyn,Borough Park,40.63586,-74.00597,Private room,55,1,1,2018-10-20,0.11,10,298,55,False
28918134,Basement Room with Window,35927005,Kathy,Brooklyn,Borough Park,40.63525,-74.00724,Private room,48,1,0,,0.0,10,365,0,False
28918211,B1. Shared room for 4 guests,215588687,Levi,Brooklyn,Prospect-Lefferts Gardens,40.66151,-73.9455,Shared room,30,2,5,2019-04-20,0.55,6,365,300,False
28918405,Nice Couple in A Walk in Basement with Window,35927005,Kathy,Brooklyn,Borough Park,40.63416,-74.00722,Private room,50,2,0,,0.0,10,365,0,False
28918624,Private Room with a Twin Bed,35927005,Kathy,Brooklyn,Borough Park,40.63549,-74.00699,Private room,45,2,3,2018-12-30,0.37,10,365,270,False
28918768,living room space but with curtain for privacy,35927005,Kathy,Brooklyn,Borough Park,40.63522,-74.00596,Shared room,35,1,0,,0.0,10,352,0,False
28918915,B2. Shared room for 4-5 guests,215588687,Levi,Brooklyn,Prospect-Lefferts Gardens,40.66076,-73.94547,Shared room,30,2,5,2019-04-12,0.55,6,352,300,False
28919308,Charming West Chelsea Studio Loft,145331404,Allan,Manhattan,Chelsea,40.74542,-74.00133,Entire home/apt,195,5,21,2019-07-01,2.42,1,17,20475,False
28919420,G1. Private room. For 2 guests,215588687,Levi,Brooklyn,Prospect-Lefferts Gardens,40.66061,-73.94712,Private room,40,2,2,2019-05-31,0.74,6,364,160,False
28919421,Lovely New Private Bathroom Room,216772639,Ling,Brooklyn,Borough Park,40.63371,-74.00717,Private room,60,1,9,2019-06-24,0.98,7,180,540,False
28919516,3-P Room/Private Bath/Walk to Subway--Best Value,216772639,Ling,Brooklyn,Borough Park,40.63376,-74.00698,Private room,60,1,9,2019-06-06,1.0,7,177,540,False
28919815,G1. Private room for 2 guest.,215588687,Levi,Brooklyn,Prospect-Lefferts Gardens,40.66234,-73.94661,Private room,35,2,1,2018-10-06,0.11,6,364,70,False
28920156,BEAUTIFUL LUXURY 2BDR APARTMENT ON PARK AVE,217996544,Ofir,Manhattan,Midtown,40.74407,-73.98386,Entire home/apt,249,3,0,,0.0,2,179,0,True
28920811,Super charming and cozy one bedroom apartment.,218001383,James,Queens,Long Island City,40.75554,-73.92127,Entire home/apt,120,2,36,2019-06-30,4.14,1,48,8640,False
28927140,Gentleman's Quarters #2,43392243,Rita,Staten Island,Concord,40.59972,-74.07701,Private room,35,1,2,2019-06-30,2.0,4,360,70,False
28927290,Gentleman's Quarters,43392243,Rita,Staten Island,Concord,40.59934,-74.07836,Private room,35,1,45,2019-07-07,4.89,4,177,1575,False
28931117,AMAZING LUXURY 1 BEDROOM NEAR TIMES SQUARE/MIDTOWN,13027278,Jinna,Manhattan,Hell's Kitchen,40.75927,-73.9939,Entire home/apt,151,7,3,2018-11-17,0.33,1,0,3171,True
28931731,Spacious Sunny EV Studio Perfect 4 Business/Travel,60246968,Sophia,Manhattan,East Village,40.72259,-73.98472,Entire home/apt,478,1,6,2019-06-30,0.71,1,5,2868,False
28932158,Cosy Room in Chinatown. Near Canal St.,56550302,Eli,Manhattan,Chinatown,40.7175,-73.99962,Private room,110,3,2,2018-12-03,0.23,1,66,660,False
28933107,new ARTIST ROOM IN EAST VILLAGE NYC  .,1810885,Alex,Manhattan,East Village,40.72522,-73.97786,Private room,85,4,7,2019-04-08,0.79,3,54,2380,False
28933205,Private Bedroom on UES with amazing terrace,218090309,Katrin,Manhattan,Upper East Side,40.76872,-73.95513,Private room,250,3,22,2019-06-23,2.55,1,0,16500,False
28933262,Wyndham Midtown 45,198749990,Maria,Manhattan,Midtown,40.75378,-73.97156,Private room,350,2,0,,0.0,1,0,0,False
28933403,STYLISH OPEN-PLAN LOFT IN BUSHWICK APARTMENT.,1429693,Madeline,Brooklyn,Bushwick,40.70846,-73.92088,Private room,200,2,10,2019-05-19,1.09,1,79,4000,False
28933616,Spacious studio apartment on ideal LES block,526744,Tessa,Manhattan,Chinatown,40.71614,-73.99085,Entire home/apt,250,2,3,2018-11-04,0.35,1,0,1500,False
28934396,One Bedroom Apt with a pool & a gym in the bldg,6531164,Steven,Brooklyn,Downtown Brooklyn,40.69712,-73.98401,Entire home/apt,285,1,1,2019-01-02,0.16,1,6,285,False
28935658,Private Bedroom&Bathroom w Breakfast in Manhattan,218080780,Neyir,Manhattan,Upper East Side,40.78478,-73.94967,Private room,200,1,20,2019-07-01,2.25,1,313,4000,False
28935673,Victorian Studio Bedroom Suite in Brooklyn,720510,Erin,Brooklyn,Bushwick,40.70274,-73.92598,Entire home/apt,100,2,16,2019-06-30,1.89,1,55,3200,False
28936557,Designer Apartment in Harlem,37957096,Gòn,Manhattan,Harlem,40.82365,-73.93786,Entire home/apt,80,10,17,2019-06-02,1.9,1,95,13600,False
28936795,Great Access! Close to station/5line u can use!,200239515,Shogo,Queens,Woodside,40.74516,-73.89278,Private room,35,30,2,2019-04-30,0.25,15,0,2100,False
28937536,Modern Luxury Condo with a Sunny Patio,70636634,Allia,Brooklyn,Sunset Park,40.66461,-73.99506,Entire home/apt,220,15,1,2018-10-08,0.11,1,0,3300,True
28937584,Cozy Private Room in Uptown Manahattan,43027007,Robbie,Manhattan,East Harlem,40.7949,-73.93627,Private room,57,1,26,2019-06-03,2.82,1,344,1482,False
28938342,"❤️ 2 Beds Option@Bushwick, 15 mins to Manhattan",217844544,Mia,Brooklyn,Bushwick,40.69404,-73.92432,Private room,70,3,45,2019-06-30,4.93,2,146,9450,False
28938631,❤️  Welcome to the Chelsea Charmer❤️,211391055,Vanessa,Manhattan,Chelsea,40.74552,-74.00021,Entire home/apt,299,2,35,2019-06-16,3.75,1,277,20930,False
28939377,SUMMER SPECIAL! Spacious Harlem Condo,218140824,Jason,Manhattan,Harlem,40.80756,-73.94855,Entire home/apt,145,60,1,2019-01-07,0.16,1,227,8700,False
28940025,City Island studio apartment retreat,2780938,Molly,Bronx,City Island,40.84802,-73.78963,Entire home/apt,84,2,31,2019-06-29,3.38,1,166,5208,False
28940279,Brand New Apartment in Williamsburg!,40742174,Jessica,Brooklyn,Williamsburg,40.70948,-73.95946,Private room,70,5,1,2018-12-14,0.14,1,0,350,False
28940496,Master Roon In NICe Aparment,130972997,Wilson,Brooklyn,Crown Heights,40.67387,-73.93944,Private room,55,4,1,2019-04-10,0.33,2,311,220,False
28940723,Traveler Friendly Brooklyn Apartment w Backyard!!!,146339341,Dylan,Brooklyn,Williamsburg,40.71172,-73.94556,Private room,99,1,3,2018-10-27,0.33,1,0,297,False
28940952,"Modern, Well-Appointed Room in NYC!",8518665,Kevin,Brooklyn,Bedford-Stuyvesant,40.69246,-73.95863,Private room,48,2,47,2019-06-23,5.02,3,10,4512,False
28941589,"3 bdrm, 2 bth duplex -20 mins to midtown -32B",42226482,Monique,Bronx,Williamsbridge,40.87704,-73.86276,Entire home/apt,80,30,0,,0.0,1,0,0,False
28941614,Brooklyn Style - with a Balcony!!!,8518665,Kevin,Brooklyn,Bedford-Stuyvesant,40.69362,-73.95906,Private room,45,2,43,2019-06-21,4.69,3,25,3870,False
28941710,Tiny Home,149292557,Kimberly,Queens,Jackson Heights,40.75137,-73.86081,Entire home/apt,69,2,52,2019-07-06,5.63,2,137,7176,False
28941808,Just Like Home!,8518665,Kevin,Brooklyn,Bedford-Stuyvesant,40.69339,-73.95881,Private room,50,2,42,2019-06-22,5.02,3,17,4200,False
28942802,Comfortable house in Dyker Hight New York,118442680,Betty,Brooklyn,Dyker Heights,40.6185,-74.00679,Private room,150,7,5,2019-06-01,0.79,1,149,5250,False
28943748,Home Away from Home: The Restorative Room,130971031,J-,Brooklyn,Bushwick,40.70355,-73.91803,Private room,73,3,1,2018-10-08,0.11,4,0,219,False
28950019,Bed room close to NYC⬆︎ with lots of sun light☀️,43044876,Haruhisa,Queens,Elmhurst,40.73655,-73.87762,Private room,40,29,2,2019-04-29,0.55,5,32,2320,False
28950738,Ozone Park Studio,218222410,Seeta,Queens,Ozone Park,40.68689,-73.84587,Private room,60,1,0,,0.0,1,0,0,False
28952183,Cozy private room in spacious Brooklyn Apartment,19899115,Libby,Brooklyn,Crown Heights,40.67759,-73.9523,Private room,50,2,6,2018-12-10,0.69,2,0,600,False
28952972,"Penthouse Suite at the Manhattan Club, NYC",91757655,Edward,Manhattan,Midtown,40.7656,-73.98,Private room,450,3,0,,0.0,1,339,0,False
28953757,One Bed Room with a share living and kitchen apt,195251910,Ahmad,Queens,Long Island City,40.76216,-73.94109,Private room,100,1,2,2019-02-18,0.32,1,1,200,False
28954021,Crown Heights Nice,57403189,Joslin,Brooklyn,Crown Heights,40.67635,-73.94378,Entire home/apt,100,2,13,2019-06-30,3.2,2,20,2600,False
28954146,NEW- Spacious & Bright Brooklyn 1 Bed,218219395,Gigi,Brooklyn,Bushwick,40.70081,-73.91805,Entire home/apt,160,2,20,2019-06-03,2.28,1,364,6400,False
28954400,Lovely Private Garden Apt!,1633246,Natasha,Brooklyn,Bedford-Stuyvesant,40.68563,-73.92331,Entire home/apt,110,4,1,2018-10-27,0.12,4,129,440,False
28956510,Private room in full floor Soho Loft,23397935,John,Manhattan,SoHo,40.72039,-73.99851,Private room,249,5,3,2019-01-27,0.33,1,5,3735,False
28958147,Cozy 1BR Apartment in Heart of LES,51947144,Jason,Manhattan,Lower East Side,40.71895,-73.98922,Entire home/apt,150,3,8,2019-04-30,0.92,1,0,3600,False
28958325,Huge beedroom close to Cent. Park and Times Square,9187405,Sebastian,Manhattan,Midtown,40.76488,-73.9806,Private room,150,2,5,2018-11-24,0.57,1,0,1500,False
28958489,Cosy room on the ocean beach.,93315723,Анита,Brooklyn,Brighton Beach,40.57795,-73.9616,Private room,50,2,27,2019-06-26,3.18,1,71,2700,False
28958526,"Lower Manhattan 2 Bedroom, Very Convenient!",176231758,Brett,Manhattan,Little Italy,40.71717,-73.99815,Entire home/apt,240,2,26,2019-06-24,2.8,1,267,12480,False
28959608,The Green Atelier of Park Slope,5085951,Liz,Brooklyn,Park Slope,40.67702,-73.97907,Private room,100,2,22,2019-06-27,2.59,1,292,4400,False
28959784,Your Cozy Home,213781715,Anting,Queens,Long Island City,40.74029,-73.95927,Private room,119,1,2,2018-12-05,0.26,33,365,238,False
28959854,1 BR /stove /fridge / bath/ living rm 20 mins nyc,16851857,Paul,Bronx,Wakefield,40.89502,-73.85071,Entire home/apt,75,7,3,2019-05-03,0.63,4,242,1575,False
28960086,Tudor Village,218289083,Faysal,Queens,Ozone Park,40.68334,-73.85837,Entire home/apt,90,7,2,2018-10-26,0.22,1,90,1260,False
28960088,SOHO 1st Floor | Two Story Apt + Private Backyard,218282660,Maksum,Manhattan,Nolita,40.72162,-73.99549,Entire home/apt,399,5,29,2019-06-24,3.16,1,76,57855,False
28960455,Large BASEMENT 1BD Apartment - Astoria,218292717,Tania And Jimmy,Queens,Astoria,40.76267,-73.90555,Entire home/apt,149,2,35,2019-06-22,3.89,1,362,10430,False
28960497,Cozy room in Astoria close to Manhattan,70800114,Olivia,Queens,Ditmars Steinway,40.7698,-73.91157,Private room,64,1,10,2018-12-09,1.12,1,0,640,False
28961050,QUEEN BED WITH SKYLIGHT - NEXT TO METRO!,23188519,Emily Wes,Brooklyn,Bedford-Stuyvesant,40.69634,-73.95375,Private room,68,30,17,2019-06-05,1.93,6,242,34680,False
28961085,Charming Midtown East 1-bedroom,51385941,Laura,Manhattan,Midtown,40.75417,-73.96437,Entire home/apt,250,3,21,2019-06-10,2.32,1,80,15750,False
28961203,COZY ROOM NEXT TO METRO B,23188519,Emily Wes,Brooklyn,Bedford-Stuyvesant,40.69464,-73.95259,Private room,63,30,16,2019-06-16,1.8,6,365,30240,False
28961444,Couples Retreat/One min to subway/WiFi/Coffee!,79913651,Darryl,Manhattan,East Harlem,40.80608,-73.93718,Private room,56,1,20,2019-06-05,2.19,4,129,1120,False
28961690,Clinton Hill 1 Bedroom  Brooklyn heart of it all!,218300937,Thomas,Brooklyn,Clinton Hill,40.68313,-73.96742,Entire home/apt,200,5,3,2019-04-11,0.33,2,89,3000,False
28961919,Linda's Place,218301609,Merle,Queens,Hollis,40.70864,-73.76683,Private room,65,5,8,2019-05-24,0.99,1,170,2600,False
28962959,Luxury Studio in Prime Lower East Side,89742769,Chels,Manhattan,Lower East Side,40.72071,-73.98764,Entire home/apt,300,1,54,2019-06-28,5.87,1,48,16200,True
28963068,Manhattan-Bronx Large Studio Apt in Mott Haven,218311373,Yizhak,Bronx,Port Morris,40.80861,-73.93015,Entire home/apt,100,1,25,2019-06-17,2.81,1,39,2500,False
28963840,Cozy 2 Bedroom Home,22301628,Jayleen,Brooklyn,East New York,40.67454,-73.89652,Entire home/apt,120,2,15,2019-01-13,1.66,1,0,3600,False
28963934,"GRAY MANHATTAN, BIG COZY ROOM IN A 3BEDRMS APART",47595754,Voisin,Manhattan,Washington Heights,40.84577,-73.93731,Private room,70,7,11,2019-06-16,1.3,1,356,5390,False
28964081,Perfect Location! 2BR Oasis in Heart of Chelsea,216586866,Joseph,Manhattan,Chelsea,40.74377,-73.99905,Entire home/apt,137,4,1,2019-01-01,0.16,2,0,548,False
28964166,$ummer $ALE Williamsburg TownHouse -BEST Location!,218319766,Ron And Irit,Brooklyn,Williamsburg,40.71741,-73.95656,Entire home/apt,275,2,45,2019-06-30,5.04,1,249,24750,False
28964397,Perfect Location! Your Oasis in Heart of Chelsea,216586866,Joseph,Manhattan,Chelsea,40.744,-73.99721,Private room,65,3,12,2019-06-25,1.43,2,30,2340,False
28965064,Bright clean modern spacious with big front porch!,1093167,Paul,Brooklyn,Crown Heights,40.68076,-73.96415,Entire home/apt,150,1,3,2018-10-14,0.33,1,95,450,False
28965273,Private room,154737520,Mehrangez,Brooklyn,Bedford-Stuyvesant,40.67937,-73.94493,Private room,40,27,0,,0.0,1,89,0,False
28965609,CB2 BROOKLYN,96479013,Kian,Brooklyn,Bedford-Stuyvesant,40.69476,-73.94821,Private room,82,6,8,2019-06-15,0.88,3,48,3936,False
28966170,"Bright, Sunny Private Room in Bushwick",26633737,Liz,Brooklyn,Bushwick,40.69571,-73.91637,Private room,65,3,0,,0.0,1,3,0,False
28966707,Private Bath & Fire Escape Brooklyn Bedroom,142059543,Luna,Brooklyn,Williamsburg,40.71849,-73.94165,Private room,80,3,6,2019-03-24,0.8,1,6,1440,False
28966945,Lugar acogedor y confortable,153809989,Sandy,Bronx,Mount Eden,40.84084,-73.92178,Private room,48,2,0,,0.0,1,0,0,False
28967484,Comfortable Brooklyn Room,34125495,Billy,Brooklyn,Bushwick,40.68893,-73.90984,Private room,39,1,5,2019-06-09,0.6,1,158,195,False
28971081,MOXY NYC DOWNTOWN-7 NIGHTS MIN,5144567,Yun,Manhattan,Civic Center,40.71193,-74.00694,Private room,169,7,4,2019-06-15,1.35,13,351,4732,False
28971865,Brooklyn Bedroom - Warm & Cozy Near Subway (1),217642569,Jci,Brooklyn,Bedford-Stuyvesant,40.68591,-73.95044,Private room,150,2,6,2019-03-31,0.75,3,33,1800,False
28972637,Modern living in old Harlem (the Scream2),2802223,Raluca,Manhattan,Harlem,40.82921,-73.93802,Entire home/apt,125,60,2,2019-05-31,0.23,2,3,15000,False
28976135,1Great Budget Private Room,209298687,Digna,Brooklyn,Bedford-Stuyvesant,40.68937,-73.94992,Private room,65,30,13,2019-05-27,1.45,4,357,25350,False
28976867,Amazing Spacious Sunlit Studio with a balcony.,218406956,Jane,Manhattan,Upper East Side,40.76892,-73.96321,Entire home/apt,160,2,14,2019-06-24,1.79,1,170,4480,False
28977135,Private Cozy 2-Bedroom Clinton Hill Apartment,113055692,Whitney,Brooklyn,Clinton Hill,40.68349,-73.96153,Entire home/apt,175,2,5,2019-06-30,0.63,1,158,1750,False
28978023,Gallery Apartment with Parking in Heart of Astoria,137194766,Maria,Queens,Ditmars Steinway,40.77145,-73.9125,Entire home/apt,150,3,37,2019-06-22,4.1,2,7,16650,False
28978145,"Heart of Ft Greene, newly renovated w garden patio",218417996,Sam,Brooklyn,Fort Greene,40.68904,-73.97269,Entire home/apt,210,4,20,2019-06-20,2.32,1,268,16800,False
28978328,2254 and 2nd avenue,43531190,Kasun,Manhattan,East Harlem,40.79701,-73.93709,Private room,45,240,0,,0.0,1,280,0,False
28978474,New + Sunlit Apartment in Bed-Stuy,34394667,Ron,Brooklyn,Bedford-Stuyvesant,40.67782,-73.92326,Entire home/apt,125,3,15,2019-06-24,4.33,1,175,5625,False
28978510,Quite 1 Bedroom Apartment near EBS,211549023,Studioplus,Manhattan,Midtown,40.74822,-73.9873,Entire home/apt,240,2,14,2019-06-22,1.95,13,279,6720,False
28979013,Amazing converted 1BR in FiDi,54689007,Ana,Manhattan,Financial District,40.707,-74.00642,Entire home/apt,185,2,0,,0.0,3,89,0,False
28979690,My Place,218428676,Barbie,Manhattan,Washington Heights,40.83912,-73.94327,Private room,140,1,0,,0.0,1,363,0,False
28980678,"Stylish 2 bedroom apt, vibrant Bklyn neighborhood",20311036,Blu,Brooklyn,Bedford-Stuyvesant,40.68193,-73.93569,Entire home/apt,150,3,11,2019-05-26,1.25,1,105,4950,False
28981827,Beautiful Luxury 1 Bedroom,7021189,Sachin,Manhattan,Chelsea,40.74463,-73.9923,Entire home/apt,200,100,1,2018-10-02,0.11,1,0,20000,True
28982688,Beautiful Private One Bedroom,218450889,Caprice,Brooklyn,Flatbush,40.63994,-73.9516,Private room,80,1,4,2019-01-02,0.48,1,179,320,False
28983189,PrivateRoom1/LGA&JFK&Citi field&法拉盛/BustoManhattan,164719010,Babie,Queens,Whitestone,40.78073,-73.8193,Private room,39,1,44,2019-07-07,4.93,3,89,1716,False
28983494,Lovely Garden Apt,218457745,Shane,Brooklyn,East Flatbush,40.65073,-73.92738,Entire home/apt,135,4,9,2019-06-04,1.07,1,365,4860,False
28984202,Middle of Williamsburg-2 stops to Manhattan,218460622,Julia,Brooklyn,Williamsburg,40.70813,-73.94707,Private room,55,10,1,2018-12-01,0.14,1,48,550,False
28984222,RENOVATED BROWNSTONE APARTMENT W/ HIGH CEILINGS!,124743046,Mark,Brooklyn,Bedford-Stuyvesant,40.69025,-73.9559,Entire home/apt,230,4,29,2019-07-05,3.36,3,205,26680,False
28985543,Modern Sunny 3bdrm Apt,389924,Patty,Bronx,Morris Park,40.84605,-73.8493,Entire home/apt,39,5,0,,0.0,2,0,0,False
28985708,BEST LOCATION- Newly renovated 1 BR in Nolita,218474205,Madi,Manhattan,Nolita,40.72174,-73.99559,Entire home/apt,175,2,22,2019-06-23,2.52,1,24,7700,False
28985951,Spacious private bedroom and kitchen in Bedstuy,140671636,Brianna,Brooklyn,Bedford-Stuyvesant,40.68302,-73.94897,Private room,50,2,5,2019-04-29,0.56,1,0,500,False
28986154,3rd Fl bright two bedroom,67987135,Siyi,Brooklyn,Bedford-Stuyvesant,40.69295,-73.93875,Entire home/apt,139,1,4,2019-06-06,0.5,9,7,556,False
28986535,Wonderful apartment Brooklyn 1 minute to L train.,96864161,Pedro,Brooklyn,Bushwick,40.68365,-73.90517,Entire home/apt,129,2,38,2019-06-25,4.73,1,192,9804,False
28986804,Sunny Private Bedroom/Bath in Beautiful Brooklyn,71314515,Tessa,Brooklyn,Bedford-Stuyvesant,40.69303,-73.94183,Private room,80,1,15,2019-06-23,1.82,1,64,1200,False
28986807,Relaxing private room in Astoria. Balcony / WiFi.,137358866,Kazuya,Queens,Astoria,40.76649,-73.92266,Private room,46,30,0,,0.0,103,237,0,False
28987232,"Bright & Spacious / Red Brick, Modern Kitchen!",136010789,Rebeca & John @ Bedly,Brooklyn,Bushwick,40.69456,-73.91965,Private room,44,30,1,2018-11-20,0.13,2,9,1320,False
28987503,Cosy and friendly private space,218458746,Colin,Queens,Woodside,40.74592,-73.90889,Private room,100,1,4,2018-11-09,0.43,1,0,400,False
28988283,The Come On Inn - 2,3740621,Jonathan,Manhattan,Harlem,40.81664,-73.94267,Private room,150,1,11,2019-06-12,1.26,2,177,1650,False
28988684,"Gorgeous sunny, queen size room Brooklyn",71157443,Jane,Brooklyn,Bushwick,40.6911,-73.90942,Private room,90,1,2,2019-04-11,0.25,1,29,180,False
28989676,Modern & Spacious Luxe Apt,59982224,Leli,Brooklyn,East New York,40.67474,-73.87187,Entire home/apt,200,3,1,2019-01-02,0.16,4,4,600,False
28989889,"""MI Casa es su Casa """,211638781,Adriana,Bronx,Belmont,40.85336,-73.88549,Private room,65,3,26,2019-06-29,2.83,2,46,5070,False
28989914,Bright and spacious loft in East Village,218505786,Victoria,Manhattan,East Village,40.72352,-73.98277,Private room,100,2,11,2019-02-24,1.21,1,0,2200,False
28990341,Gorgeous Two Bedroom in Soho,10457196,Richard,Manhattan,Little Italy,40.71938,-73.99448,Entire home/apt,130,30,1,2019-02-02,0.19,11,332,3900,False
28990673,Bright and large room in the heart of Williamsburg,218511630,Carlos,Brooklyn,Williamsburg,40.71485,-73.95324,Private room,75,1,13,2019-02-15,1.41,3,0,975,False
28990717,Spacious apartment in Brooklyn,162968562,Mariah,Brooklyn,Gravesend,40.59147,-73.97566,Private room,70,1,1,2019-03-02,0.23,1,0,70,False
28991548,Small and cozy room in the heart of Williamsburg,218511630,Carlos,Brooklyn,Williamsburg,40.71641,-73.95477,Private room,55,1,4,2019-01-03,0.45,3,0,220,False
28992002,Cozy & Beautiful Private Room w/Nearby Coffee Shop,80093359,Isabella,Brooklyn,Bushwick,40.68589,-73.91422,Private room,55,2,15,2019-05-26,1.72,2,0,1650,False
28992146,TIMES SQ. MEETS BRYANT PARK #1 ULTIMATE LOCATION!,93948524,Marilyn,Manhattan,Hell's Kitchen,40.75603,-73.99214,Entire home/apt,125,30,3,2018-11-05,0.34,1,226,11250,False
28992518,Private 1 Bedroom on Top Floor Apartment Building,218526982,Liz,Manhattan,Lower East Side,40.72165,-73.98695,Entire home/apt,175,2,11,2019-07-07,1.2,2,6,3850,False
28993172,Charming home in Manhattan's most iconic street!,18264569,Jennifer,Manhattan,Chinatown,40.71447,-73.99737,Private room,125,2,35,2019-07-07,3.82,1,315,8750,False
28994671,한성 韓城 Han A (2FL),92706260,Kane,Queens,Flushing,40.76126,-73.81549,Private room,48,1,35,2019-07-01,3.79,5,79,1680,False
28999699,한성 韓城 Han B (2F),92706260,Kane,Queens,Flushing,40.76237,-73.8157,Private room,48,1,39,2019-06-28,4.21,5,84,1872,False
29000338,Shared Room 4 FEMALE Guests 30mins to Manhattan-4,172369331,Abby,Brooklyn,Sheepshead Bay,40.59658,-73.95944,Shared room,50,7,6,2019-05-17,0.7,10,311,2100,False
29001222,"Modern, Stylish and Peaceful Sanctuary",67915061,John,Manhattan,Washington Heights,40.83693,-73.93643,Entire home/apt,80,1,20,2019-06-28,2.59,1,28,1600,False
29001863,"Privet Room in a 4 Bed 1.5 Bath Apt, Ridgewood",194107668,Saron,Queens,Glendale,40.70002,-73.89364,Private room,35,7,1,2018-10-20,0.11,1,365,245,False
29002099,Cozy sunlit Little Italy apartment!,136025561,Alexandra,Manhattan,Little Italy,40.71824,-73.99796,Private room,95,2,2,2019-06-23,2.0,2,23,380,False
29002824,Cozy Private Room in East Village,20328673,Matt,Manhattan,East Village,40.73199,-73.98857,Private room,90,3,1,2019-01-07,0.16,1,5,270,False
29004967,"Large, sunny WBurg  apartment steps from L train",14453908,Andrew,Brooklyn,Williamsburg,40.70946,-73.94966,Entire home/apt,85,7,4,2019-07-01,0.59,1,357,2380,False
29005507,Sunny and Convenient Park Slope Room,2180581,Jana,Brooklyn,South Slope,40.66656,-73.98204,Private room,85,2,18,2019-05-30,1.99,2,0,3060,False
29005584,Manhattan Club NY-One Bedroom Suite-Sleeps 4,82460872,Dolores,Manhattan,Midtown,40.76412,-73.98017,Private room,425,4,0,,0.0,1,0,0,False
29005696,Private room in huge 2 bedroom-Prospect Heights,15528170,Kristin,Brooklyn,Prospect Heights,40.67737,-73.97159,Private room,90,8,1,2018-12-21,0.15,1,156,720,False
29007491,Williamsburg 2 bedrooms 1 bathroom Private entry,20990306,Elizabeth,Brooklyn,Williamsburg,40.71345,-73.95,Entire home/apt,175,2,17,2019-06-24,1.83,2,0,5950,False
29008272,ASTORIA ROOM  very nice with  Balcony N/W train,43194941,Marco,Queens,Astoria,40.76322,-73.91132,Private room,80,1,7,2019-05-26,0.76,1,85,560,False
29008767,FT GREENE STUDIO (1BD FEEL) NEAR ALL SUBWAYS,35594087,Shearly,Brooklyn,Fort Greene,40.68515,-73.97381,Entire home/apt,134,2,15,2019-05-26,1.91,1,41,4020,False
29008984,Studio,177177772,Delilah,Manhattan,Upper West Side,40.79639,-73.96889,Entire home/apt,150,2,8,2018-12-17,0.9,1,0,2400,False
29012098,Cozy Private Room,24283455,Igam,Brooklyn,Gravesend,40.59075,-73.98359,Private room,40,2,10,2018-12-30,1.11,2,0,800,False
